Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
South Asia (IDA & IBRD),TSA,2018,YR2018,..,..,..,..,5.41030223,..,..,..,..,..,..,..,..,1904.508456,22.32248834,664285220,63.72016144,80.30548096,72.24388123,91.12013245,89.26719666,..,90.74497986,89.41133118,90.04792786,3.199790001,..,0.957310021,..,99.56410217,87.76227,98.8916626,86.84744,100.1807404,88.60119,70.06025696,60.5279,70.21679688,60.07847,69.91854095,60.93505,24.17567062,24.32027054,..,5.420858469,5.012239643,5.102109757,..
South Asia (IDA & IBRD),TSA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,1996.42412,22.43210215,675447781,64.64469147,80.80539703,72.95144653,91.61476135,89.95697021,..,91.14962006,89.36849976,90.21990967,2.507550001,..,0.961950004,..,99.55648804,..,99.09369659,..,99.98121643,..,69.91795349,..,70.22445679,..,69.6400528,..,25.30084991,25.96611023,..,5.321565309,4.94970239,5.036482592,..
South Sudan,SSD,2017,YR2017,..,..,..,..,245.7978692,227,31,1488005,41,53,80,41.7,..,..,49.21616798,4580956,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.49,11.01,12.23,..
South Sudan,SSD,2018,YR2018,..,..,..,..,235.9202742,227,..,0,59,39,81,..,..,..,49.31555195,4621388,28.86425972,40.26480865,34.52275848,48.42514038,47.90095901,..,..,..,..,..,..,0.978190005,..,..,..,..,..,..,..,..,..,..,..,..,..,0.749819994,0.34375,..,13.31,10.94,12.1,..
South Sudan,SSD,2019,YR2019,..,..,..,..,..,227,..,..,65,34,..,..,..,..,49.42174661,4671395,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.16,10.89,12.01,..
Spain,ESP,2017,YR2017,..,..,..,..,..,11,..,..,87,0.52,61,..,..,27070,46.28393241,23046661,..,..,..,..,..,21.5,101.3700409,99.8225708,100.5725479,4.207779884,..,..,..,102.710289,97.27171,103.5847626,97.64003,101.8909988,96.92663,126.0045013,96.87779,126.8802032,97.75094,125.1747665,96.05046,88.85301208,97.0281601,..,19.04,15.66,17.22,..
Spain,ESP,2018,YR2018,..,..,..,..,..,11,..,..,87,0.52,45,..,..,29310,46.20912071,23065836,97.97377777,98.92539215,98.43650055,99.68849945,99.71555328,20.7,99.05226135,98.03205872,98.52601624,4.178160191,..,1.000560045,..,101.9893494,..,102.7037735,..,101.3201675,..,126.1791534,..,127.3823318,..,125.0407562,..,91.11257172,99.96835327,..,17.03,13.73,15.26,..
Spain,ESP,2019,YR2019,..,..,..,..,..,9.3,..,..,94,0.52,..,..,..,30340,46.37360946,23227683,..,..,..,..,..,..,98.09333801,96.83106995,97.44148254,..,..,..,..,102.4025192,..,103.0853424,..,101.7629776,..,125.9452896,..,127.7905121,..,124.2033234,..,92.88234711,102.1259689,..,16.01,12.46,14.1,..
Sri Lanka,LKA,2017,YR2017,..,..,..,..,0,64,..,0,61,4.1,85,..,..,3870,35.01021516,8926926,90.97074127,92.98055267,91.89575195,98.54505157,98.85646057,..,101.6309967,103.1429291,102.3903809,2.799249887,..,1.006080031,..,100.6327133,99.09921,99.90264893,..,101.3509521,..,98.02662659,89.04229,100.4874573,90.43005,95.56922913,87.65647,18.9611702,22.82258034,..,6.32,2.82,4.05,..
Sri Lanka,LKA,2018,YR2018,..,..,..,..,0,64,..,0,64,3.8,85,..,..,4040,33.54550278,8696194,90.79560089,92.77292633,91.70982361,98.50948334,98.78193665,..,..,..,..,2.135390043,..,1.005399942,..,100.1620178,99.10711,99.61805725,..,100.6952667,..,100.3352203,91.03783,102.6321182,92.25549,98.04096985,89.82158,19.63023949,23.44222069,..,6.96,2.98,4.32,..
Sri Lanka,LKA,2019,YR2019,..,..,..,..,..,64,..,..,61,3.6,..,..,..,4010,33.74561614,8704381,91.58087158,93.03135681,92.25296021,98.71961975,98.96795654,..,98.99243927,99.52922821,99.2629776,..,..,1.004969954,..,100.2300568,..,99.9978714,..,100.4568405,..,..,..,..,..,..,..,21.12770081,26.01553917,..,6.87,2.95,4.27,..
St. Kitts and Nevis,KNA,2017,YR2017,..,..,..,..,..,2.2,..,..,87,1.9,0,..,..,17240,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2018,YR2018,..,..,..,..,..,0,..,..,..,1.9,..,..,..,18520,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Kitts and Nevis,KNA,2019,YR2019,..,..,..,..,..,1.5,..,..,..,1.9,..,..,..,19130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Lucia,LCA,2017,YR2017,..,..,..,..,..,7,..,..,87,1.5,91,..,..,10080,47.26831434,105887,..,..,..,..,..,..,91.88069916,92.2701416,92.07717896,3.633480072,..,..,..,102.0014038,94.86626,101.4541168,95.17437,102.535141,94.56576,88.86383057,80.81903,89.16313934,81.87527,88.56687164,79.77105,19.87520981,26.5051403,..,21.14,17.27,19.1,..
St. Lucia,LCA,2018,YR2018,..,..,..,..,..,3.2,..,..,87,1.6,100,..,..,10700,47.42449518,108503,..,..,..,..,..,..,92.43335724,97.30413055,94.89362335,3.331799984,..,..,..,102.5982437,95.39814,103.156517,96.08382,102.0543594,94.73013,89.3604126,81.31252,89.43920135,81.71289,89.28247833,80.91649,14.06653023,18.68560028,..,21.12,17.64,19.29,..
St. Lucia,LCA,2019,YR2019,..,..,..,..,..,3.8,..,..,87,1.6,..,..,..,11080,48.4674754,108318,..,..,..,..,..,..,95.80357361,103.664917,99.77935028,3.264879942,..,..,..,102.3345337,..,103.2646027,..,101.4287567,..,89.86512756,..,88.62770081,..,91.08570099,..,15.37464046,20.88139915,..,17.18,14.09,15.59,..
St. Martin (French part),MAF,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,2017,YR2017,..,..,..,..,..,2.1,..,..,87,0.94,67,..,..,6990,41.28233971,56896,..,..,..,..,..,..,91.3953476,93.95603943,92.71186066,5.73195982,..,..,..,110.6617966,93.58439,109.7988663,..,111.5048676,..,108.6251297,90.47261,108.6076508,92.2153,108.6414566,88.84504,..,..,..,16.72,20.41,18.89,..
St. Vincent and the Grenadines,VCT,2018,YR2018,..,..,..,..,..,6.3,..,..,87,1.7,33,..,..,7400,41.50467273,57461,..,..,..,..,..,..,111.2293091,100.113121,105.5491333,5.693779945,..,..,..,113.4043732,..,112.740181,..,114.0590286,..,107.2264099,89.47196,108.6749725,91.64213,105.8748932,87.44717,..,..,..,16.65,20.21,18.73,..
St. Vincent and the Grenadines,VCT,2019,YR2019,..,..,..,..,..,4.2,..,..,87,1.6,..,..,..,7460,41.6440909,57953,..,..,..,..,..,..,102.2863998,107.4592133,104.9141464,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.58,20.07,18.62,..
Sub-Saharan Africa,SSF,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,244,24.97938909,..,52,39,82,53.90289118,..,1491.148795,46.26308794,402340616,57.61819077,71.60961151,64.51748657,78.63575745,75.53063202,..,67.19033813,70.54940796,68.88542175,3.789769888,..,0.920910001,..,99.07193756,..,96.80699921,..,101.2887573,..,43.31602097,35.29055,40.62414169,33.6509,45.96455002,36.90711,9.329319954,8.026339531,..,6.785051039,5.902509237,6.310429323,..
Sub-Saharan Africa,SSF,2018,YR2018,..,..,..,..,219.1273345,235,..,..,55,37,82,..,..,1519.501511,46.24580609,415312031,58.31703186,71.9540329,65.03897858,78.7750473,75.92826843,..,68.00553131,71.19650269,69.61573792,3.641860008,..,0.927540004,..,99.9655838,..,97.72572327,..,102.1564865,..,43.47246933,35.58426,40.95145035,33.98075,45.95127106,37.16512,9.437809944,8.204079628,..,6.546393172,5.964345109,6.2338611,..
Sub-Saharan Africa,SSF,2019,YR2019,..,..,..,..,..,226,..,..,57,35,..,..,..,1561.973197,46.23354733,428800557,58.8786087,72.22979736,65.46861267,78.9628067,76.31555176,..,68.23358154,71.35697174,69.80940247,3.534980059,..,0.932539999,..,99.91172791,..,97.64427948,..,102.1283264,..,43.61893082,..,41.10271835,..,46.09125137,..,9.45800972,8.29570961,..,6.437824246,6.135878811,6.276827996,..
Sub-Saharan Africa (excluding high income),SSA,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,244,24.97938909,..,52,39,82,53.90289118,..,1489.973632,46.26308794,402340616,57.55944824,71.56965637,64.46804047,78.61553192,75.50708771,..,67.18859863,70.54753876,68.88361359,3.789769888,..,0.920809984,..,99.07189941,..,96.80670929,..,101.2889709,..,43.31359863,35.28772,40.6212883,33.6477,45.96255875,36.90465,9.328559875,8.024939537,..,6.785051039,5.902509237,6.310429323,..
Sub-Saharan Africa (excluding high income),SSA,2018,YR2018,..,..,..,..,219.1273345,235,..,..,55,37,82,..,..,1518.250311,46.24580609,415312031,58.26007843,71.91525269,64.99101257,78.75563049,75.90592957,..,68.00353241,71.19497681,69.61398315,3.641860008,..,0.927450001,..,99.96556091,..,97.72544098,..,102.1567307,..,43.47008896,35.58147,40.94876862,33.97774,45.9491806,37.16256,9.437279701,8.20306015,..,6.546393172,5.964345109,6.2338611,..
Sub-Saharan Africa (excluding high income),SSA,2019,YR2019,..,..,..,..,..,226,..,..,57,35,..,..,..,1560.70403,46.23354733,428800557,58.82321167,72.19207001,65.42196655,78.94423676,76.29438019,..,68.23169708,71.35568237,69.80782318,3.534980059,..,0.93246001,..,99.91169739,..,97.64402008,..,102.12854,..,43.61674881,..,41.10026932,..,46.08935928,..,9.457360268,8.294500351,..,6.437824246,6.135878811,6.276827996,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2017,YR2017,54.53392174,31.14172932,37.97352654,..,224.5376286,..,24.97938909,..,..,..,..,53.90289118,..,1491.148795,46.26308794,402340616,57.61819077,71.60961151,64.51748657,78.63575745,75.53063202,..,67.19033813,70.54940796,68.88542175,3.789769888,..,0.920910001,..,99.07193756,..,96.80699921,..,101.2887573,..,43.31602097,35.29055,40.62414169,33.6509,45.96455002,36.90711,9.329319954,8.026339531,..,6.785051039,5.902509237,6.310429323,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2018,YR2018,..,..,..,..,219.1273345,..,..,..,..,..,..,..,..,1519.501511,46.24580609,415312031,58.31703186,71.9540329,65.03897858,78.7750473,75.92826843,..,68.00553131,71.19650269,69.61573792,3.641860008,..,0.927540004,..,99.9655838,..,97.72572327,..,102.1564865,..,43.47246933,35.58426,40.95145035,33.98075,45.95127106,37.16512,9.437809944,8.204079628,..,6.546393172,5.964345109,6.2338611,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,1561.973197,46.23354733,428800557,58.8786087,72.22979736,65.46861267,78.9628067,76.31555176,..,68.23358154,71.35697174,69.80940247,3.534980059,..,0.932539999,..,99.91172791,..,97.64427948,..,102.1283264,..,43.61893082,..,41.10271835,..,46.09125137,..,9.45800972,8.29570961,..,6.437824246,6.135878811,6.276827996,..
Sudan,SDN,2017,YR2017,..,..,..,..,46.7519269,77,..,720879,65,13,80,..,..,1310,30.13383694,11707530,..,..,..,..,..,..,60.41363907,62.92934036,61.68764114,..,..,..,..,76.81606293,60.00534,74.41108704,58.91671,79.15744781,61.06519,46.62173843,..,46.95737839,..,46.29423141,..,..,..,..,29.47,11.66,17.02,..
Sudan,SDN,2018,YR2018,..,..,..,..,46.75192287,71,..,1638017,67,11,84,..,..,1040,30.3537888,12061094,56.06322861,65.43515015,60.6971817,72.51000214,73,..,61.98315811,66.13394165,64.08550262,..,..,1.013339996,..,78.95290375,..,76.12258148,..,81.7076416,..,45.86418915,..,46.33087921,..,45.4088707,..,..,..,..,29.05,11.56,16.87,..
Sudan,SDN,2019,YR2019,..,..,..,..,..,67,..,..,69,9.9,..,..,..,820,30.57563825,12434007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.82,11.44,16.76,..
Suriname,SUR,2017,YR2017,..,..,..,..,0.474709834,28,..,40,80,2.7,73,..,..,5930,38.23846229,214449,..,..,..,..,..,..,90.78070831,80.2999115,85.34783936,6.10751009,..,..,..,110.557518,86.07316,110.7744827,87.98488,110.3557663,84.29531,..,..,..,..,..,..,..,..,..,11.54,4.32,7.08,..
Suriname,SUR,2018,YR2018,89.1,..,54.1,45.6,0.340883712,38,..,29,80,2.8,87,..,..,5960,38.42848458,217128,92.71205902,96.07404327,94.38327026,98.8754425,98.64556122,..,90.34078979,80.32234192,85.14813232,5.688600063,..,0.995190024,..,108.8421173,86.02531,108.70755,87.72937,108.9673233,84.43989,82.26363373,..,..,..,..,..,..,..,..,11.41,4.24,7,..
Suriname,SUR,2019,YR2019,..,..,..,..,..,29,..,..,80,2.9,..,..,..,6340,38.40241997,219507,..,..,..,..,..,..,93.6530304,78.62094879,85.86408234,7.23706007,..,..,..,109.2274399,..,109.1543884,..,109.2954178,..,..,..,..,..,..,..,..,..,..,11.33,4.2,6.94,..
Sweden,SWE,2017,YR2017,..,..,..,..,..,5.7,..,..,87,0.23,87,..,..,53030,47.64931155,5337330,..,..,..,..,..,16.4,104.3068466,106.4140396,105.3862762,7.568830013,..,..,..,126.5753784,99.18177,127.4461136,..,125.7509766,..,152.8606873,..,157.9070129,..,148.1176758,..,66.9882431,82.07650757,..,6.44,6.97,6.72,..
Sweden,SWE,2018,YR2018,..,..,..,..,..,5.5,..,..,87,0.23,78,..,..,55640,47.70287115,5399893,..,..,..,..,..,17.1,103.7391663,104.4896317,104.1240463,7.640840054,..,..,..,128.6435394,..,129.7996979,..,127.5501022,..,151.7045441,..,156.6749573,..,147.0040283,..,72.46116638,89.77929688,..,6.24,6.48,6.37,..
Sweden,SWE,2019,YR2019,..,..,..,..,..,5.5,..,..,87,0.23,..,..,..,56410,47.67822963,5455406,..,..,..,..,..,..,104.6658707,105.4844513,105.0860825,..,..,..,..,126.1641312,..,128.6826477,..,123.7831726,..,146.2463226,..,151.1721344,..,141.5666656,..,77.32910919,95.9400177,..,6.96,6.72,6.83,..
Switzerland,CHE,2017,YR2017,..,..,..,..,..,7.2,..,..,87,0.31,78,..,..,81520,46.47967654,4919832,..,..,..,..,..,14.6,98.73052979,95.66293335,97.15868378,4.951570034,..,..,..,105.1906815,93.19583,104.824913,..,105.5381775,..,102.4874268,85.32946,100.1749496,83.93147,104.6897888,86.66088,59.56298828,60.32978821,..,5.06,4.57,4.8,..
Switzerland,CHE,2018,YR2018,..,..,..,..,..,6.4,..,..,87,0.31,82,..,..,85010,46.67642181,4953968,..,..,..,..,..,16,96.77362061,95.67337036,96.21008301,4.86093998,..,..,..,105.4764709,..,105.1477432,..,105.7887726,..,102.5706787,..,99.94206238,..,105.0806198,..,61.37744904,62.31203079,..,5.11,4.37,4.71,..
Switzerland,CHE,2019,YR2019,..,..,..,..,..,5.4,..,..,87,0.31,..,..,..,87960,46.85147884,4965077,..,..,..,..,..,..,97.30728149,95.46112061,96.36173248,..,..,..,..,105.7872772,..,105.5216064,..,106.0395508,..,102.3407822,..,99.46531677,..,105.0927887,..,63.30805969,64.56803894,..,4.71,4.12,4.39,..
Syrian Arab Republic,SYR,2017,YR2017,..,..,..,..,0,20,..,0,80,0.13,86,..,..,..,16.48940943,5148826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.54,5.92,8.33,..
Syrian Arab Republic,SYR,2018,YR2018,..,..,..,..,0,19,..,0,80,0.13,89,..,..,..,16.58748633,5147953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.41,5.81,8.23,..
Syrian Arab Republic,SYR,2019,YR2019,..,..,..,..,..,19,..,..,80,0.13,..,..,..,..,16.67396627,5224030,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.04687881,45.70848846,..,20.37,5.71,8.16,..
Tajikistan,TJK,2017,YR2017,68.5,..,62.5,61.7,0,85,..,0,79,8.5,91,..,20.9,1030,37.52707231,2318790,..,..,..,..,..,29.5,94.67418671,95.13742065,94.91239166,5.83796978,..,..,..,100.8574371,98.28703,100.2650299,..,101.416832,..,..,..,..,..,..,..,31.25655937,26.85371017,..,5.36,7.68,6.81,..
Tajikistan,TJK,2018,YR2018,..,..,..,..,0,84,..,0,75,8.2,89,..,..,1030,37.19066906,2322553,..,..,..,..,..,27.4,..,..,..,5.5583601,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.26,7.59,6.72,..
Tajikistan,TJK,2019,YR2019,..,..,..,..,..,83,..,..,74,7.9,..,..,..,1070,36.90002655,2327478,..,..,..,..,..,26.3,..,..,..,5.712900162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.17,7.53,6.66,..
Tanzania,TZA,2017,YR2017,..,36.2,..,..,123.9576333,269,25.8,5354819,46,45,90,54.6,25.4,970,48.21337359,25466488,..,..,..,..,..,26.4,72.57437897,63.70055008,68.09828949,4.430510044,..,..,..,89.21768188,83.58042,90.75760651,85.18502,87.71034241,82.00978,27.34724998,24.55251,27.66559982,25.00132,27.03293037,24.10939,..,..,..,2.58,1.52,2.03,..
Tanzania,TZA,2018,YR2018,..,..,..,..,124.2653353,253,..,6052356,53,40,92,..,..,1030,48.2353944,26301713,..,..,..,..,..,..,72.8241806,64.66072083,68.70372772,3.696439981,..,..,..,94.16869354,81.32921,95.39328003,82.84537,92.97080994,79.84613,29.43507957,26.54777,30.12851906,27.31307,28.75112915,25.79293,..,..,..,2.55,1.47,1.99,..
Tanzania,TZA,2019,YR2019,..,..,..,..,..,237,..,..,59,35,..,..,..,1100,48.25019709,27172946,..,..,..,..,..,..,69.53923798,62.03065109,65.74707031,3.534980059,..,..,..,96.27446747,..,97.40527344,..,95.16883087,..,30.83176994,..,32.02487183,..,29.65641975,..,3.092499971,2.453000069,..,2.5,1.46,1.96,..
Thailand,THA,2017,YR2017,..,..,..,..,0.952924538,156,..,12515,74,14,84,..,..,5970,45.5722237,38489388,..,..,..,..,..,7.9,94.20303345,92.74334717,93.4525528,3.355730057,..,..,..,99.62503052,..,99.62143707,..,99.62841034,..,116.7339401,..,114.3785324,..,118.9719009,..,..,..,..,0.85,0.82,0.83,..
Thailand,THA,2018,YR2018,..,..,..,..,0.362967232,153,..,4782,80,14,85,..,..,6610,45.59243529,38908334,92.42855835,95.20239258,93.76776123,97.69087982,98.13716888,9.9,94.13262177,92.74820709,93.42047119,3.056770086,..,1.009160042,..,99.77436066,..,99.77536011,..,99.77342224,..,117.7388077,..,116.5134888,..,118.9022293,..,..,..,..,0.74,0.78,0.77,..
Thailand,THA,2019,YR2019,..,..,..,..,..,150,..,..,84,14,..,..,..,7260,45.68256795,38650533,..,..,..,..,..,6.2,94.42916107,94.39460754,94.41137695,2.968980074,..,..,..,101.0526733,..,101.0075073,..,101.095253,..,115.1526566,..,113.3554764,..,116.8573837,..,..,..,..,0.73,0.7,0.72,..
Timor-Leste,TLS,2017,YR2017,..,..,..,..,0.031642944,498,..,27,56,102,88,..,..,1780,45.61951333,514315,..,..,..,..,..,..,101.2324219,98.60266876,99.89826965,7.106100082,..,..,..,119.7651291,93.70257,117.5800171,94.61825,121.8801193,92.81627,81.03141785,60.61502,83.80834198,64.68879,78.32904816,56.65063,..,..,..,6.05,3.32,4.57,..
Timor-Leste,TLS,2018,YR2018,..,..,..,..,0,498,..,0,60,94,88,..,..,1800,45.64329739,530711,64.2109375,71.86872101,68.0668335,82.45848083,83.53903198,..,106.3441391,101.4228821,103.8459091,6.830910206,..,1.025900006,..,115.3078079,92.30953,113.2109985,92.9498,117.334877,91.69055,83.61746216,62.73563,87.02535248,67.0025,80.30130768,58.58363,..,..,..,6.01,3.2,4.48,..
Timor-Leste,TLS,2019,YR2019,..,..,..,..,..,498,..,..,63,88,..,..,..,2020,45.66377616,545809,..,..,..,..,..,..,109.2082672,101.3142776,105.1983414,..,..,..,..,112.4829788,..,111.2389832,..,113.6843033,..,86.53527069,..,90.52359772,..,82.65593719,..,..,..,..,6.03,3.07,4.42,..
Togo,TGO,2017,YR2017,39,31.1,25.1,13.6,278.1997372,41,41.7,1755577,81,3.5,82,69.7,27.4,720,47.98679736,2654924,..,..,..,..,..,..,87.41532135,95.77526093,91.60781097,3.760529995,..,..,..,124.3509674,90.91577,121.4128723,88.03994,127.2738724,93.7767,61.84572983,41.01339,52.06328964,33.45215,71.56491089,48.52573,12.98993969,8.166600227,..,2.77,4.64,3.74,..
Togo,TGO,2018,YR2018,..,..,..,..,267.3086076,38,..,1713823,81,3.3,81,..,..,880,48.14389037,2728772,..,..,..,..,..,..,86.85414886,92.47380066,89.67256165,4.043940067,..,..,..,123.7646332,90.73097,121.5187683,88.30915,125.9982071,93.13954,..,..,..,..,..,..,13.51175022,8.923729897,..,2.71,4.55,3.66,..
Togo,TGO,2019,YR2019,..,..,..,..,..,37,..,..,86,2.7,..,..,..,920,48.33554229,2804487,55.05149841,79.99169159,66.53707886,92.08283997,87.89144135,..,85.18628693,89.64704132,87.42386627,4.969379902,..,0.912280023,..,124.3186111,..,122.1859436,..,126.4389114,..,..,..,..,..,..,..,13.67588043,9.38187027,..,2.67,4.48,3.6,..
Tonga,TON,2017,YR2017,..,..,..,..,..,12,..,..,87,1,82,..,..,4590,41.33311969,31205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.59,2.47,2.93,..
Tonga,TON,2018,YR2018,..,..,..,..,..,10,..,..,87,0.82,100,..,..,4800,41.53334187,31252,99.47502899,99.35098267,99.41436768,99.34870911,99.44111633,..,..,..,..,6.372910023,..,1.001919985,..,117.9375,..,117.3323669,..,118.4833527,..,..,..,..,..,..,..,..,..,..,3.66,2.65,3.07,..
Tonga,TON,2019,YR2019,..,..,..,..,..,11,..,..,87,0.9,..,..,..,5000,41.45881169,31793,..,..,..,..,..,..,..,..,..,7.959630013,..,..,..,115.4482574,..,113.8019409,..,116.947403,..,94.09308624,..,100.5639572,..,88.14238739,..,..,..,..,3.65,2.56,3.01,..
Trinidad and Tobago,TTO,2017,YR2017,..,..,..,..,..,17,..,..,87,1.6,67,..,..,15980,42.42155948,669775,..,..,..,..,..,..,..,..,..,3.561269999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.21,3.37,3.3,..
Trinidad and Tobago,TTO,2018,YR2018,..,..,..,..,..,21,..,..,87,1.6,64,..,..,15990,42.42024117,669487,..,..,..,..,..,..,..,..,..,3.286240101,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.37,3.41,3.4,..
Trinidad and Tobago,TTO,2019,YR2019,..,..,..,..,..,18,..,..,87,1.5,..,..,..,16580,42.44210382,668956,..,..,..,..,..,..,..,..,..,3.561239958,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.48,3.46,3.46,..
Tunisia,TUN,2017,YR2017,..,..,..,..,..,34,..,..,80,1.2,89,..,..,3520,27.66964983,4060673,..,..,..,..,..,..,100.148468,90.32640076,95.0537796,..,..,..,..,115.6496124,..,115.3943481,..,115.8871002,..,..,..,..,..,..,..,32.14937973,41.66291046,..,22.95,12.49,15.38,..
