Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
Pre-demographic dividend,PRE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,1428.262414,44.26802708,342860674,54.98374939,70.27606201,62.55918121,77.14781952,73.54554749,..,65.48486328,71.22257233,68.38523865,3.32622993,..,0.905929983,..,98.25182343,..,95.15795898,..,101.269249,..,42.07788849,..,38.25733185,..,45.82093048,..,8.746259689,7.04321003,..,5.711130703,5.862303108,5.796796723,..
Puerto Rico,PRI,2017,YR2017,..,..,..,..,..,1.4,..,..,87,0.16,69,..,..,20000,42.82379431,1111207,92.39002228,92.38996124,92.38999939,92.38995361,92.38983154,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.45,12.56,10.8,..
Puerto Rico,PRI,2018,YR2018,..,..,..,..,..,0.95,..,..,87,0.16,72,..,..,21080,43.13243686,1067067,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.86,10.97,9.2,..
Puerto Rico,PRI,2019,YR2019,..,..,..,..,..,1.4,..,..,87,0.16,..,..,..,22060,43.60396129,1064401,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.02,10.07,8.3,..
Qatar,QAT,2017,YR2017,..,..,..,..,..,25,..,..,87,0.29,64,..,..,56920,13.52612998,2046232,94.7115097,93.14446259,93.46396637,94.06990051,94.64411163,..,94.25887299,97.08857727,95.66954803,2.967459917,..,1.021270037,..,103.2807388,93.54716,103.0715027,93.32709,103.4816513,93.75847,..,..,..,..,..,..,16.62733078,51.5868988,..,0.64,0.06,0.14,..
Qatar,QAT,2018,YR2018,..,..,..,..,..,31,..,..,87,0.29,71,..,..,58830,13.55847748,2085153,..,..,..,..,..,..,94.85153961,96.72670746,95.78588104,..,..,..,..,103.8424377,94.09431,104.3871002,95.16615,103.3268509,93.07967,..,..,..,..,..,..,17.86992073,54.86745834,..,0.48,0.05,0.11,..
Qatar,QAT,2019,YR2019,..,..,..,..,..,35,..,..,87,0.28,..,..,..,61180,13.61126829,2124262,..,..,..,..,..,..,93.65133667,96.33355713,95.02079773,2.812289953,..,..,..,103.538063,..,105.1170807,..,102.0629272,..,..,..,..,..,..,..,18.9489994,56.57088089,..,0.42,0.07,0.12,..
Romania,ROU,2017,YR2017,..,..,..,..,..,72,..,..,87,4.7,86,..,..,10110,43.27500794,9109297,..,..,..,..,..,23.5,..,..,..,3.095390081,..,..,..,85.15087128,82.22835,84.56607056,82.0348,85.7040863,82.41144,91.25939178,82.84805,91.4331665,83.3281,91.09529877,82.39479,49.38187027,55.43648148,..,4.04,5.6,4.93,..
Romania,ROU,2018,YR2018,..,..,..,..,..,68,..,..,87,4.4,84,..,..,11430,43.08707924,9055051,98.59976959,99.10800934,98.84449768,99.41938019,99.42919159,23.8,85.19020844,85.25161743,85.22177124,3.344749928,..,1.000200033,..,87.32537842,..,86.94352722,..,87.68643951,..,89.06909943,..,89.18258667,..,88.96188354,..,51.01253891,57.41595078,..,3.49,4.72,4.19,..
Romania,ROU,2019,YR2019,..,..,..,..,..,66,..,..,87,4.1,..,..,..,12610,42.90343968,9016354,..,..,..,..,..,..,84.95954895,85.60115051,85.28923035,..,..,..,..,87.50295258,..,87.06543732,..,87.91664886,..,88.07028198,..,88.21911621,..,87.9295578,..,51.3538208,58.04866028,..,3.38,4.31,3.91,..
Russian Federation,RUS,2017,YR2017,..,..,..,..,..,59,..,..,99,7.2,69,..,..,9210,48.45752749,74182813,..,..,..,..,..,13.2,..,..,..,4.689909935,..,..,..,102.5824585,95.09612,102.3352966,..,102.8180771,..,103.3848114,90.67886,102.0559235,90.97303,104.6535568,90.39799,81.90930939,89.11636353,..,5.05,5.36,5.21,..
Russian Federation,RUS,2018,YR2018,..,..,..,..,..,54,..,..,99,6.5,69,..,..,10250,48.57838899,73825997,99.73410797,99.72515869,99.73005676,99.64997101,99.69844818,12.6,101.4417801,102.4606171,101.9632111,4.678199768,..,1.000990033,..,104.6788177,..,104.0920105,..,105.2378616,..,103.7631073,..,102.1681595,..,105.2862091,..,84.5842514,91.72387695,..,4.78,4.91,4.85,..
Russian Federation,RUS,2019,YR2019,..,..,..,..,..,50,..,..,100,5.8,..,..,..,11250,48.6028736,72674670,..,..,..,..,..,12.3,104.7473526,105.6820526,105.225853,..,..,..,..,104.1736298,..,103.6586838,..,104.6636276,..,103.6027603,..,102.1391678,..,105.0003433,..,86.40014648,93.23761749,..,4.42,4.76,4.6,..
Rwanda,RWA,2017,YR2017,..,19.6,..,..,538.3392483,58,..,4413473,80,5,86,68,37.6,730,51.5902498,6008207,..,..,..,..,..,..,88.13646698,68.19451141,78.19880676,3.126460075,..,..,..,137.6818085,96.9315,137.1743317,97.39013,138.190918,96.47141,38.88264847,..,41.11494827,..,36.63087082,..,7.373929977,6.971350193,..,1.11,1.02,1.06,..
Rwanda,RWA,2018,YR2018,..,..,..,..,486.4873257,59,..,3879896,80,5.2,86,..,..,780,51.65010624,6179087,69.39453888,77.55879974,73.21559143,84.32592773,86.49276733,..,93.76998138,79.27919769,86.54634857,3.073750019,..,1.047180057,..,133.0415497,94.78978,132.1252594,95.13837,133.9595032,94.44055,40.89606094,35.87144,43.27545929,38.78909,38.49433899,32.92642,6.725719929,6.014279842,..,1.06,0.98,1.02,..
Rwanda,RWA,2019,YR2019,..,..,..,..,..,57,..,..,80,4.9,..,..,..,830,51.716065,6354567,..,..,..,..,..,..,104.1285095,90.63652802,97.40032959,3.355459929,..,..,..,131.3118744,..,129.9697876,..,132.6541443,..,44.31903839,..,47.04848099,..,41.56394958,..,6.235390186,5.682020187,..,1.02,0.95,0.99,..
Samoa,WSM,2017,YR2017,..,..,..,..,..,18,..,..,87,1.5,57,..,..,4070,34.47707465,52780,..,..,..,..,..,..,109.6119919,104.7073288,107.0685577,4.183159828,..,..,..,108.5488434,94.46785,108.6974411,..,108.4115067,..,..,..,..,..,..,..,13.68476009,18.9405098,..,10.05,7.6,8.44,..
Samoa,WSM,2018,YR2018,..,..,..,..,..,6.4,..,..,87,0.53,73,..,..,4030,34.37705441,53239,99.24504089,98.95609283,99.09577179,98.84150696,99.12348175,..,103.752182,105.7350616,104.7818832,4.532149792,..,1.005980015,..,110.5242081,94.41308,110.431282,..,110.6101532,..,..,..,..,..,..,..,14.64204979,20.30426025,..,9.85,7.51,8.32,..
Samoa,WSM,2019,YR2019,..,..,..,..,..,11,..,..,87,0.86,..,..,..,4200,34.40663404,53542,..,..,..,..,..,..,112.4234467,105.5847778,108.8711395,4.706250191,..,..,..,115.1093597,..,115.7220688,..,114.5421219,..,..,..,..,..,..,..,14.02355003,18.54426003,..,9.82,7.39,8.22,..
San Marino,SMR,2017,YR2017,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.369970083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
San Marino,SMR,2018,YR2018,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,92.7835083,82.70269775,87.8628006,3.555160046,..,..,..,97.19519043,..,99.7674408,..,94.70124054,..,60.24052048,66.54351,56.93260956,62.5,63.17963028,70.17134,43.52178955,37.51552963,..,..,..,..,..
San Marino,SMR,2019,YR2019,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,114.9068298,92.43242645,102.8901672,3.379699945,..,..,..,97.349823,..,101.2360916,..,93.81327057,..,59.89266968,..,57.7995491,..,61.78474045,..,49.67966843,44.36183167,..,..,..,..,..
Sao Tome and Principe,STP,2017,YR2017,..,..,..,..,10.81193321,117,..,2239,57,20,75,..,..,1700,35.94109726,69063,..,..,..,..,..,66.7,87.22080231,81.52407837,84.34609222,5.036369801,..,..,..,106.7915421,93.0763,105.0026093,93.00099,108.5452576,93.15014,89.33811951,..,95.85861206,..,82.94117737,..,..,..,..,20.95,8.94,13.26,..
Sao Tome and Principe,STP,2018,YR2018,..,..,..,..,13.9173206,124,..,2937,57,21,72,..,..,1870,36.09407824,70452,89.51573181,96.16268158,92.81664276,97.71246338,97.782547,..,..,..,..,5.235109806,..,1.001449943,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.66,8.89,13.14,..
Sao Tome and Principe,STP,2019,YR2019,..,..,..,..,..,114,..,..,57,19,..,..,..,1950,36.27231366,71873,..,..,..,..,..,..,..,..,..,5.921549797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.51,8.81,13.05,..
Saudi Arabia,SAU,2017,YR2017,..,..,..,..,0.066748751,10,..,177,87,2.4,90,..,..,19990,16.32143109,13839632,92.7071991,97.10370636,95.32862854,99.32151794,99.30187988,..,104.4846878,102.220871,103.3347397,..,..,0.99958998,..,99.45812225,95.18623,100.1745834,95.2649,98.76302338,95.1099,107.6940079,90.55695,101.9799728,88.96857,113.2014465,92.0879,69.69831848,69.34001923,..,20.33,3.07,5.89,..
Saudi Arabia,SAU,2018,YR2018,..,..,..,..,0.022593203,10,..,61,87,2.3,90,..,..,21610,15.89952555,14020758,..,..,..,..,..,..,96.50198364,96.90370941,96.70606232,..,..,..,..,99.76989746,94.5456,100.347023,94.43822,99.21080017,94.64963,110.0862808,96.36052,106.8226013,94.10711,113.227211,98.52917,68.03988647,69.87621307,..,22.49,2.93,6.04,..
Saudi Arabia,SAU,2019,YR2019,..,..,..,..,..,9.9,..,..,87,2.2,..,..,..,22840,15.80625933,14387604,..,..,..,..,..,..,95.95326996,96.49504852,96.22881317,..,..,..,..,100.712738,..,101.4772568,..,99.97353363,..,111.7947998,..,106.1190414,..,117.2602692,..,70.90087891,73.68267059,..,22.97,2.97,6.13,..
Senegal,SEN,2017,YR2017,59.6,4.7,44,27.9,52.35478737,120,22,395706,72,16,87,60.7,30.3,1280,40.32103128,3996433,39.7985611,64.81227875,51.90042114,75.57640839,69.47840881,..,..,..,..,4.624969959,..,0.840250015,..,..,75.3821,..,79.59276,..,71.27036,..,37.66861,..,39.42459,..,35.9396,11.51301003,8.644820213,..,7.18,6.23,6.61,..
Senegal,SEN,2018,YR2018,58.7,..,45.2,30.3,55.75255053,118,22.4,530652,71,17,89,56.4,32.4,1390,40.40670835,4122266,..,..,..,..,..,..,..,..,..,4.8582201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.76259041,10.30508995,..,7.09,6.15,6.53,..
Senegal,SEN,2019,YR2019,..,..,..,26,..,117,19.6,..,70,16,..,65.4,30.3,1430,40.51047102,4252308,..,..,..,..,..,..,67.19380188,55.34680176,61.20201111,5.287199974,..,..,..,82.07385254,..,87.5838089,..,76.6986084,..,46.23905182,..,49.12136841,..,43.40805054,..,13.1359396,11.26286983,..,7.02,6.09,6.47,..
Serbia,SRB,2017,YR2017,..,..,..,..,..,19,..,..,87,0.97,86,..,..,5570,44.51367148,3219038,..,..,..,..,..,24.3,99.09481812,98.97588348,99.03386688,3.710160017,..,..,..,100.3129272,95.17741,100.362587,95.21544,100.2662506,95.14166,95.49508667,92.45639,95.87869263,92.92801,95.13252258,92.01063,66.48674011,76.85530853,..,14.27,12.84,13.48,..
Serbia,SRB,2018,YR2018,..,..,..,..,..,17,..,..,87,0.67,82,..,..,6410,44.46326683,3242002,..,..,..,..,..,23.2,98.85852814,98.5918808,98.7212677,3.582319975,..,..,..,100.3019333,94.55098,100.3174896,94.58089,100.2873077,94.52288,95.08724213,92.06535,95.56465912,92.5323,94.63583374,91.62383,67.15866089,78.25280762,..,13.7,11.96,12.73,..
Serbia,SRB,2019,YR2019,..,..,..,..,..,14,..,..,87,0.51,..,..,..,7030,44.68464765,3240312,99.11560822,99.87580872,99.48252869,99.99945831,99.99944305,..,98.42725372,98.8932724,98.6684494,3.619220018,..,1,..,99.64470673,..,99.59381866,..,99.69241333,..,94.47219086,..,94.9925766,..,93.97943115,..,67.7898407,79.28404236,..,11.08,9.85,10.4,..
Seychelles,SYC,2017,YR2017,..,..,..,..,..,19,..,..,87,0.27,56,..,..,14350,..,..,..,..,..,..,..,..,99.5658493,104.7222214,102.1970215,3.677289963,..,..,..,99.84532166,92.02707,102.4235611,..,97.38999176,..,81.27622223,79.64231,85.91390991,84.44895,76.82319641,75.02705,19.72287941,27.91194916,..,..,..,..,..
Seychelles,SYC,2018,YR2018,..,..,..,..,..,18,..,..,87,0.14,67,..,..,15440,..,..,96.35019684,95.41175842,95.8677063,98.55999756,99.06999969,25.3,105.1966324,98.65772247,101.8531189,4.498839855,..,1.010439992,..,100.3794937,92.21011,103.3162689,..,97.58985138,..,81.44790649,80.06115,84.19526672,82.59028,78.80992889,77.63271,17.07984924,23.30401993,..,..,..,..,..
Seychelles,SYC,2019,YR2019,..,..,..,..,..,16,..,..,87,0,..,..,..,15930,..,..,..,..,..,..,..,..,103.1420822,94.66146088,98.80000305,3.914589882,..,..,..,100.363678,..,102.8131866,..,98.04125977,..,78.61128998,..,81.13082886,..,76.19348145,..,19.17317009,26.73299026,..,..,..,..,..
Sierra Leone,SLE,2017,YR2017,73.8,..,51.1,77.7,364.1306779,301,26.8,1651236,71,39,90,59.5,..,520,49.607708,2549249,..,..,..,..,..,..,69.35388184,71.0311203,70.19275665,4.635769844,..,..,..,124.4762878,..,125.642128,..,123.3097305,..,41.79632187,38.33144,41.06240082,38.12873,42.52909088,38.53384,..,..,..,3.72,5.26,4.5,..
Sierra Leone,SLE,2018,YR2018,..,..,..,..,320.4002955,298,..,1733831,75,33,89,..,..,490,49.73717467,2615235,34.85203171,51.6468811,43.20632935,70.57611084,66.64859772,56.8,82.85494232,80.71672821,81.78533936,6.989630222,..,0.888390005,..,112.75457,..,114.6865692,..,110.8229065,..,..,41.76675,..,41.00903,..,42.52242,..,..,..,3.63,5.2,4.42,..
Sierra Leone,SLE,2019,YR2019,85.7,..,59.7,85.3,..,295,35.7,..,77,31,..,59.1,27.4,540,49.92618641,2681078,..,..,..,..,..,..,83.71469116,82.70654297,83.21027374,7.365429878,..,..,..,143.725174,..,145.5942688,..,141.8581848,..,..,..,..,..,..,..,..,..,..,3.58,5.14,4.36,..
Singapore,SGP,2017,YR2017,..,..,..,..,..,47,..,..,87,0.76,79,..,..,54460,41.58323289,3497085,95.68946838,98.79692078,97.2022171,99.92115784,99.93044281,..,99.25125122,99.26496124,99.25823975,2.768260002,..,1.00019002,..,100.6269531,99.66959,100.5717163,..,100.6798172,..,107.5746002,99.78462,107.0002365,99.79816,108.1229401,99.7717,84.79290771,91.19696808,..,4.44,4.03,4.2,..
Singapore,SGP,2018,YR2018,..,..,..,..,..,47,..,..,87,0.74,80,..,..,56900,41.7532845,3493603,95.91941071,98.85089874,97.34485626,99.91741943,99.92962646,..,100.0259094,99.82317352,99.92182922,2.645090103,..,1.000249982,..,100.2618713,..,100.2249374,..,100.297142,..,105.8442993,..,105.3234329,..,106.3439102,..,88.88645172,95.41782379,..,3.79,3.55,3.65,..
Singapore,SGP,2019,YR2019,..,..,..,..,..,41,..,..,87,0.63,..,..,..,58390,41.7306806,3525665,96.134758,98.90351868,97.47958374,99.91378784,99.92804718,..,97.81577301,98.33158112,98.07794952,2.631969929,..,1.000290036,..,100.6925812,..,100.684967,..,100.6998291,..,104.7149582,..,104.2814102,..,105.1291885,..,91.08898926,97.0900116,..,3.16,3.06,3.1,..
Sint Maarten (Dutch part),SXM,2017,YR2017,..,..,..,..,..,14,..,..,87,1.1,100,..,..,28210,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2018,YR2018,..,..,..,..,..,19,..,..,87,1.6,80,..,..,27680,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,2019,YR2019,..,..,..,..,..,14,..,..,87,1.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,2017,YR2017,..,..,..,..,..,4.8,..,..,87,0.64,92,..,..,16600,45.6194747,2762066,..,..,..,..,..,12.2,92.26225281,91.56588745,91.90563202,3.940639973,..,..,..,98.73204803,83.09318,98.43949127,84.10775,99.01098633,82.12587,91.06786346,84.75751,91.63020325,85.3043,90.53334045,84.23779,46.63439178,56.63233948,..,8.41,7.9,8.13,..
Slovak Republic,SVK,2018,YR2018,..,..,..,..,..,5.8,..,..,87,0.64,92,..,..,18300,45.37134603,2754062,..,..,..,..,..,11.9,92.5414505,91.82119751,92.17269135,3.975830078,..,..,..,99.70799255,..,99.54251099,..,99.86585236,..,91.36260986,..,91.91429138,..,90.83804321,..,45.36722946,54.88909912,..,7.03,6.13,6.54,..
Slovak Republic,SVK,2019,YR2019,..,..,..,..,..,4.5,..,..,87,0.64,..,..,..,19200,45.42571661,2749141,..,..,..,..,..,..,94.34963989,96.06864166,95.22947693,..,..,..,..,100.8227921,..,100.5817795,..,101.0528336,..,90.80721283,..,91.4267807,..,90.21777344,..,46.42901993,56.12567902,..,5.96,5.59,5.75,..
Slovenia,SVN,2017,YR2017,..,..,..,..,..,6.2,..,..,87,0.34,77,..,..,22120,46.44078107,1029046,..,..,..,..,..,13.3,95.38961029,95.98860168,95.69824982,4.780779839,..,..,..,100.3967438,98.26288,100.5663605,..,100.2372284,..,115.6004333,95.68577,117.0590286,96.62219,114.2395325,94.81207,78.58899689,93.021698,..,7.48,5.77,6.56,..
Slovenia,SVN,2018,YR2018,..,..,..,..,..,5.4,..,..,87,0.34,78,..,..,24580,46.2026988,1037500,..,..,..,..,..,12,98.14215851,96.70200348,97.39997101,4.936039925,..,..,..,102.0622177,..,102.1346283,..,101.9941101,..,114.489212,..,115.9077377,..,113.161232,..,77.11312103,91.63233948,..,5.7,4.6,5.11,..
Slovenia,SVN,2019,YR2019,..,..,..,..,..,5.4,..,..,87,0.34,..,..,..,25930,46.4365437,1028117,..,..,..,..,..,..,99.00180817,98.13269806,98.55384064,..,..,..,..,103.0114365,..,102.9252396,..,103.0925674,..,113.0262222,..,114.1451874,..,111.9756699,..,77.88276672,92.9723587,..,4.95,4.01,4.45,..
Small states,SST,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,11220.61591,39.21037869,17981305,84.67607117,88.16998291,86.51476288,91.23831177,91.43608093,..,87.8614502,85.71298981,86.79508209,5.02312994,..,1.00443995,..,106.7934036,85.82278,105.7803879,86.2564,107.7775497,85.4015,71.81304932,58.13102,73.19573975,58.7646,70.48394012,57.54649,20.83329964,25.64233017,..,12.55237199,7.403207665,9.42109386,..
Small states,SST,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,11876.60357,39.15275245,18345569,84.90986633,88.28845215,86.69132233,91.29174805,91.57199097,..,88.4056778,85.89263153,87.16100311,5.32633996,..,1.006440043,..,106.7191162,85.68541,105.7638397,86.14369,107.6467667,85.24041,71.84391022,..,73.16397095,..,70.57476044,..,21.12549973,25.98760986,..,11.78055319,7.085372582,8.925294204,..
Small states,SST,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,12404.72207,39.12429449,18736553,85.18003845,88.44574738,86.90550232,91.37937164,91.76670837,..,88.58611298,85.91425323,87.24938965,4.719299793,..,1.008829951,..,106.7830276,..,106.0735779,..,107.4715195,..,72.26068878,..,73.38542938,..,71.17581177,..,21.54059029,26.52067947,..,11.47423214,6.825548227,8.644754965,..
Solomon Islands,SLB,2017,YR2017,..,..,..,..,164.3434884,73,..,52463,80,8.1,92,..,..,2220,48.65530743,318214,..,..,..,..,..,..,90.36344147,85.77513885,87.99546814,..,..,..,..,112.6239014,69.52108,112.1972198,..,113.0238724,..,..,..,..,..,..,..,..,..,..,0.66,0.61,0.64,..
Solomon Islands,SLB,2018,YR2018,..,..,..,..,133.5902724,74,..,59188,80,8.2,92,..,..,2360,48.63798954,327090,..,..,..,..,..,..,89.74324036,84.01316833,86.78566742,..,..,..,..,106.2064896,67.47257,105.9919586,67.82703,106.4076004,67.14029,..,..,..,..,..,..,..,..,..,0.64,0.6,0.62,..
Solomon Islands,SLB,2019,YR2019,..,..,..,..,..,66,..,..,80,7.3,..,..,..,2370,48.61574611,336210,..,..,..,..,..,..,88.33862305,83.21573639,85.69419861,..,..,..,..,104.2896576,..,103.8810501,..,104.6727905,..,..,..,..,..,..,..,..,..,..,0.62,0.59,0.6,..
Somalia,SOM,2017,YR2017,..,..,..,..,37.13495598,266,..,35138,43,68,86,..,..,290,23.21243077,3689941,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.4,12.91,13.02,..
Somalia,SOM,2018,YR2018,..,..,..,..,34.27427294,262,..,31021,42,67,87,..,..,310,23.35420746,3817325,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.27,12.78,12.89,..
Somalia,SOM,2019,YR2019,..,..,..,..,..,258,..,..,42,66,..,..,..,320,23.51598387,3953141,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.18,12.68,12.79,..
South Africa,ZAF,2017,YR2017,..,..,..,..,3.949675275,738,..,22517,58,37,77,..,..,5410,45.15521679,22691810,86.45863342,87.67774963,87.04666901,93.75608826,95.32382202,..,..,..,..,6.113059998,..,1.032199979,..,100.8647308,87.01258,99.13870239,86.70383,102.5566025,87.31522,104.6979828,71.92661,109.0322571,78.52272,100.4246368,65.42324,22.36602974,26.37453079,..,29.26,25.2,27.04,..
South Africa,ZAF,2018,YR2018,..,..,..,..,1.650732655,677,..,9540,58,37,71,..,..,5750,45.28107547,22948481,..,..,..,..,..,..,92.1242981,88.59403992,90.34449768,6.158989906,..,..,..,98.53890228,..,96.58999634,..,100.4482574,..,100.5111694,..,103.9680862,..,97.10119629,..,23.80195999,28.31438065,..,29.05,25.14,26.91,..
South Africa,ZAF,2019,YR2019,..,..,..,..,..,615,..,..,58,38,..,..,..,6040,45.30855772,23326430,94.53317261,95.54537201,95.02297211,97.98623657,98.40953064,..,93.23648071,90.78395081,91.99948883,6.505050182,..,1.008530021,..,98.37447357,..,96.61685944,..,100.0959091,..,102.5566635,..,105.6699829,..,99.48536682,..,23.86655998,28.59526062,..,30.5,26.78,28.47,..
South Asia,SAS,2017,YR2017,76.99917005,16.4297546,40.02609262,..,7.340613691,212,..,..,62,32,84,4.146280207,..,1733.82187,22.45811437,657710503,63.05276871,79.8610611,71.69515228,90.75344086,88.62944794,..,92.37371826,90.25808716,91.26689911,3.136415005,..,0.951070011,..,110.0926666,87.60735,114.606041,86.9749,105.9607162,88.18635,68.74862671,60.20007,68.82000732,60.23083,68.68406677,60.17219,23.53963089,23.40884018,..,5.555493879,5.045565481,5.155036344,..
South Asia,SAS,2018,YR2018,..,..,..,..,5.41030223,207,..,..,70,31,85,..,..,1904.508456,22.32248834,664285220,63.72016144,80.30548096,72.24388123,91.12013245,89.26719666,..,90.74497986,89.41133118,90.04792786,3.199790001,..,0.957310021,..,99.56410217,87.76227,98.8916626,86.84744,100.1807404,88.60119,70.06025696,60.5279,70.21679688,60.07847,69.91854095,60.93505,24.17567062,24.32027054,..,5.420858469,5.012239643,5.102109757,..
South Asia,SAS,2019,YR2019,..,..,..,..,..,203,..,..,77,30,..,..,..,1996.42412,22.43210215,675447781,64.64469147,80.80539703,72.95144653,91.61476135,89.95697021,..,91.14962006,89.36849976,90.21990967,2.507550001,..,0.961950004,..,99.55648804,..,99.09369659,..,99.98121643,..,69.91795349,..,70.22445679,..,69.6400528,..,25.30084991,25.96611023,..,5.321565309,4.94970239,5.036482592,..
South Asia (IDA & IBRD),TSA,2017,YR2017,76.99917005,16.4297546,40.02609262,..,7.340613691,..,..,..,..,..,..,4.146280207,..,1733.82187,22.45811437,657710503,63.05276871,79.8610611,71.69515228,90.75344086,88.62944794,..,92.37371826,90.25808716,91.26689911,3.136415005,..,0.951070011,..,110.0926666,87.60735,114.606041,86.9749,105.9607162,88.18635,68.74862671,60.20007,68.82000732,60.23083,68.68406677,60.17219,23.53963089,23.40884018,..,5.555493879,5.045565481,5.155036344,..
